Downloading kernel from kernels-community/flash-attn3...
Warning: Failed to clone repository: Command '['git', 'clone', 'https://github.com/kernels-community/flash-attn3.git']' returned non-zero exit status 128.
Fallback: Using torch.nn.functional.scaled_dot_product_attention
Flash attention kernel loaded but missing flash_attn_func, using PyTorch FA2
Loading training dataset...
Dataset: loading cached dataset from /home/bimrose2/.cache/autoresearch/vision/dataset_cache.pt
Model config: {'image_size': 64, 'patch_size': 8, 'num_classes': 200, 'n_layer': 8, 'n_head': 6, 'n_embd': 768, 'window_pattern': 'SSSL'}
Parameter counts:
  patch_embed             : 147,456
  head                    : 153,600
  transformer_matrices    : 56,623,872
  scalars                 : 16
  total                   : 56,924,944
Estimated FLOPs per forward pass: 3.556071e+08
Scaling AdamW LRs by 1/sqrt(768/768) = 1.000000
Time budget: 300s
Gradient accumulation steps: 1
Dataset size: 100000, samples/opt-step: 1024, steps/epoch: 98

step 00000 (0.0%) | loss: 5.3045 | lrm: 1.00 | dt: 4517ms | tok/sec: 14,508 | mfu: 1.4% | remaining: 300s    
step 00001 (0.0%) | loss: 94.2628 | lrm: 1.00 | dt: 416ms | tok/sec: 157,679 | mfu: 15.5% | remaining: 300s    
step 00002 (0.0%) | loss: 110.3745 | lrm: 1.00 | dt: 421ms | tok/sec: 155,814 | mfu: 15.3% | remaining: 300s    
step 00003 (0.0%) | loss: 138.6335 | lrm: 1.00 | dt: 410ms | tok/sec: 159,898 | mfu: 15.7% | remaining: 300s    
step 00004 (0.0%) | loss: 111.7197 | lrm: 1.00 | dt: 408ms | tok/sec: 160,745 | mfu: 15.8% | remaining: 300s    
step 00005 (0.0%) | loss: 172.5121 | lrm: 1.00 | dt: 409ms | tok/sec: 160,380 | mfu: 15.7% | remaining: 300s    
step 00006 (0.0%) | loss: 194.0320 | lrm: 1.00 | dt: 412ms | tok/sec: 158,907 | mfu: 15.6% | remaining: 300s    
step 00007 (0.0%) | loss: 170.3012 | lrm: 1.00 | dt: 411ms | tok/sec: 159,263 | mfu: 15.6% | remaining: 300s    
step 00008 (0.0%) | loss: 171.3086 | lrm: 1.00 | dt: 425ms | tok/sec: 154,070 | mfu: 15.1% | remaining: 300s    
step 00009 (0.0%) | loss: 191.8399 | lrm: 1.00 | dt: 412ms | tok/sec: 159,074 | mfu: 15.6% | remaining: 300s    
step 00010 (0.0%) | loss: 217.7482 | lrm: 1.00 | dt: 409ms | tok/sec: 160,119 | mfu: 15.7% | remaining: 300s    
step 00011 (0.0%) | loss: 220.7200 | lrm: 1.00 | dt: 409ms | tok/sec: 160,428 | mfu: 15.7% | remaining: 300s    
step 00012 (0.1%) | loss: 199.5064 | lrm: 1.00 | dt: 414ms | tok/sec: 158,339 | mfu: 15.5% | remaining: 299s    
step 00013 (0.3%) | loss: 186.6092 | lrm: 1.00 | dt: 423ms | tok/sec: 155,009 | mfu: 15.2% | remaining: 299s    
step 00014 (0.4%) | loss: 189.2299 | lrm: 1.00 | dt: 422ms | tok/sec: 155,254 | mfu: 15.2% | remaining: 298s    
step 00015 (0.6%) | loss: 184.1250 | lrm: 1.00 | dt: 415ms | tok/sec: 157,976 | mfu: 15.5% | remaining: 298s    
step 00016 (0.7%) | loss: 184.1232 | lrm: 1.00 | dt: 428ms | tok/sec: 153,063 | mfu: 15.0% | remaining: 297s    
step 00017 (0.8%) | loss: 169.4279 | lrm: 1.00 | dt: 427ms | tok/sec: 153,366 | mfu: 15.0% | remaining: 297s    
step 00018 (1.0%) | loss: 161.7407 | lrm: 1.00 | dt: 424ms | tok/sec: 154,738 | mfu: 15.2% | remaining: 297s    
step 00165 (21.8%) | loss: 19.0912 | lrm: 1.00 | dt: 439ms | tok/sec: 149,270 | mfu: 14.6% | remaining: 234s    
step 00166 (22.0%) | loss: 18.0384 | lrm: 1.00 | dt: 437ms | tok/sec: 150,122 | mfu: 14.7% | remaining: 234s    
step 00167 (22.1%) | loss: 17.0635 | lrm: 1.00 | dt: 438ms | tok/sec: 149,716 | mfu: 14.7% | remaining: 233s    
step 00168 (22.3%) | loss: 16.2064 | lrm: 1.00 | dt: 439ms | tok/sec: 149,165 | mfu: 14.6% | remaining: 233s    
step 00169 (22.4%) | loss: 15.3662 | lrm: 1.00 | dt: 438ms | tok/sec: 149,562 | mfu: 14.7% | remaining: 232s    
step 00170 (22.6%) | loss: 14.5215 | lrm: 1.00 | dt: 437ms | tok/sec: 150,049 | mfu: 14.7% | remaining: 232s    
step 00171 (22.7%) | loss: 13.7928 | lrm: 1.00 | dt: 440ms | tok/sec: 149,085 | mfu: 14.6% | remaining: 231s    
step 00172 (22.9%) | loss: 13.1516 | lrm: 1.00 | dt: 434ms | tok/sec: 151,130 | mfu: 14.8% | remaining: 231s    
step 00173 (23.0%) | loss: 12.6086 | lrm: 1.00 | dt: 439ms | tok/sec: 149,393 | mfu: 14.7% | remaining: 231s    
step 00174 (23.2%) | loss: 12.4424 | lrm: 1.00 | dt: 435ms | tok/sec: 150,712 | mfu: 14.8% | remaining: 230s    
step 00175 (23.3%) | loss: 11.8923 | lrm: 1.00 | dt: 438ms | tok/sec: 149,698 | mfu: 14.7% | remaining: 230s    
step 00176 (23.4%) | loss: 11.4466 | lrm: 1.00 | dt: 441ms | tok/sec: 148,457 | mfu: 14.6% | remaining: 229s    
step 00177 (23.6%) | loss: 10.9847 | lrm: 1.00 | dt: 437ms | tok/sec: 149,910 | mfu: 14.7% | remaining: 229s    
step 00178 (23.7%) | loss: 10.5724 | lrm: 1.00 | dt: 436ms | tok/sec: 150,219 | mfu: 14.7% | remaining: 228s    
step 00179 (23.9%) | loss: 10.1440 | lrm: 1.00 | dt: 438ms | tok/sec: 149,700 | mfu: 14.7% | remaining: 228s    
step 00180 (24.0%) | loss: 9.7522 | lrm: 1.00 | dt: 440ms | tok/sec: 148,877 | mfu: 14.6% | remaining: 227s    
step 00181 (24.2%) | loss: 9.3694 | lrm: 1.00 | dt: 440ms | tok/sec: 148,859 | mfu: 14.6% | remaining: 227s    
step 00182 (24.3%) | loss: 9.0517 | lrm: 1.00 | dt: 431ms | tok/sec: 152,086 | mfu: 14.9% | remaining: 227s    
step 00183 (24.5%) | loss: 8.7467 | lrm: 1.00 | dt: 437ms | tok/sec: 149,802 | mfu: 14.7% | remaining: 226s    
step 00184 (24.6%) | loss: 8.4618 | lrm: 1.00 | dt: 441ms | tok/sec: 148,647 | mfu: 14.6% | remaining: 226s    
step 00185 (24.8%) | loss: 8.2316 | lrm: 1.00 | dt: 435ms | tok/sec: 150,591 | mfu: 14.8% | remaining: 225s    
step 00186 (24.9%) | loss: 7.9870 | lrm: 1.00 | dt: 441ms | tok/sec: 148,676 | mfu: 14.6% | remaining: 225s    
step 00187 (25.1%) | loss: 7.7671 | lrm: 1.00 | dt: 438ms | tok/sec: 149,639 | mfu: 14.7% | remaining: 224s    
step 00188 (25.2%) | loss: 7.5715 | lrm: 1.00 | dt: 440ms | tok/sec: 148,993 | mfu: 14.6% | remaining: 224s    
step 00189 (25.3%) | loss: 7.3606 | lrm: 1.00 | dt: 440ms | tok/sec: 148,964 | mfu: 14.6% | remaining: 224s    
step 00190 (25.5%) | loss: 7.1613 | lrm: 1.00 | dt: 433ms | tok/sec: 151,208 | mfu: 14.8% | remaining: 223s    
step 00191 (25.6%) | loss: 6.9852 | lrm: 1.00 | dt: 434ms | tok/sec: 150,843 | mfu: 14.8% | remaining: 223s    
step 00192 (25.8%) | loss: 6.8260 | lrm: 1.00 | dt: 441ms | tok/sec: 148,663 | mfu: 14.6% | remaining: 222s    
step 00193 (25.9%) | loss: 6.6812 | lrm: 1.00 | dt: 436ms | tok/sec: 150,273 | mfu: 14.7% | remaining: 222s    
step 00194 (26.1%) | loss: 6.5297 | lrm: 1.00 | dt: 437ms | tok/sec: 149,812 | mfu: 14.7% | remaining: 221s    
step 00195 (26.2%) | loss: 6.3851 | lrm: 1.00 | dt: 415ms | tok/sec: 157,985 | mfu: 15.5% | remaining: 221s    
step 00196 (26.4%) | loss: 6.2392 | lrm: 1.00 | dt: 439ms | tok/sec: 149,420 | mfu: 14.7% | remaining: 220s    
step 00197 (26.5%) | loss: 6.1370 | lrm: 1.00 | dt: 434ms | tok/sec: 150,958 | mfu: 14.8% | remaining: 220s    
step 00198 (26.6%) | loss: 6.0508 | lrm: 1.00 | dt: 437ms | tok/sec: 149,815 | mfu: 14.7% | remaining: 220s    
step 00199 (26.8%) | loss: 5.9355 | lrm: 1.00 | dt: 440ms | tok/sec: 148,869 | mfu: 14.6% | remaining: 219s    
step 00200 (26.9%) | loss: 5.8341 | lrm: 1.00 | dt: 435ms | tok/sec: 150,603 | mfu: 14.8% | remaining: 219s    
step 00201 (27.1%) | loss: 5.7540 | lrm: 1.00 | dt: 438ms | tok/sec: 149,679 | mfu: 14.7% | remaining: 218s    
step 00202 (27.2%) | loss: 5.7028 | lrm: 1.00 | dt: 445ms | tok/sec: 147,403 | mfu: 14.5% | remaining: 218s    
step 00203 (27.4%) | loss: 5.6570 | lrm: 1.00 | dt: 443ms | tok/sec: 148,052 | mfu: 14.5% | remaining: 217s    
step 00204 (27.5%) | loss: 5.5991 | lrm: 1.00 | dt: 435ms | tok/sec: 150,807 | mfu: 14.8% | remaining: 217s    
step 00205 (27.7%) | loss: 5.5425 | lrm: 1.00 | dt: 435ms | tok/sec: 150,609 | mfu: 14.8% | remaining: 217s    
step 00206 (27.8%) | loss: 5.4876 | lrm: 1.00 | dt: 440ms | tok/sec: 148,901 | mfu: 14.6% | remaining: 216s    
step 00207 (28.0%) | loss: 5.4595 | lrm: 1.00 | dt: 440ms | tok/sec: 149,075 | mfu: 14.6% | remaining: 216s    
step 00208 (28.1%) | loss: 5.4264 | lrm: 1.00 | dt: 439ms | tok/sec: 149,198 | mfu: 14.6% | remaining: 215s    
step 00209 (28.3%) | loss: 5.3811 | lrm: 1.00 | dt: 444ms | tok/sec: 147,559 | mfu: 14.5% | remaining: 215s    
step 00210 (28.4%) | loss: 5.3363 | lrm: 1.00 | dt: 436ms | tok/sec: 150,255 | mfu: 14.7% | remaining: 214s    
step 00211 (28.5%) | loss: 5.2954 | lrm: 1.00 | dt: 439ms | tok/sec: 149,428 | mfu: 14.7% | remaining: 214s    
step 00212 (28.7%) | loss: 5.2562 | lrm: 1.00 | dt: 440ms | tok/sec: 148,800 | mfu: 14.6% | remaining: 213s    
step 00213 (28.8%) | loss: 5.2463 | lrm: 1.00 | dt: 439ms | tok/sec: 149,415 | mfu: 14.7% | remaining: 213s    
step 00214 (29.0%) | loss: 5.2077 | lrm: 1.00 | dt: 441ms | tok/sec: 148,674 | mfu: 14.6% | remaining: 213s    
step 00215 (29.1%) | loss: 5.1798 | lrm: 1.00 | dt: 440ms | tok/sec: 149,108 | mfu: 14.6% | remaining: 212s    
step 00216 (29.3%) | loss: 5.1907 | lrm: 1.00 | dt: 440ms | tok/sec: 148,821 | mfu: 14.6% | remaining: 212s    
step 00217 (29.4%) | loss: 5.1825 | lrm: 1.00 | dt: 440ms | tok/sec: 148,966 | mfu: 14.6% | remaining: 211s    
step 00218 (29.6%) | loss: 5.1688 | lrm: 1.00 | dt: 439ms | tok/sec: 149,202 | mfu: 14.6% | remaining: 211s    
step 00219 (29.7%) | loss: 5.1514 | lrm: 1.00 | dt: 440ms | tok/sec: 148,816 | mfu: 14.6% | remaining: 210s    
step 00220 (29.9%) | loss: 5.1456 | lrm: 1.00 | dt: 444ms | tok/sec: 147,517 | mfu: 14.5% | remaining: 210s    
step 00221 (30.0%) | loss: 5.1330 | lrm: 1.00 | dt: 440ms | tok/sec: 149,104 | mfu: 14.6% | remaining: 210s    
step 00222 (30.2%) | loss: 5.1373 | lrm: 1.00 | dt: 439ms | tok/sec: 149,127 | mfu: 14.6% | remaining: 209s    
step 00223 (30.3%) | loss: 5.1174 | lrm: 1.00 | dt: 440ms | tok/sec: 148,883 | mfu: 14.6% | remaining: 209s    
step 00224 (30.5%) | loss: 5.1210 | lrm: 1.00 | dt: 436ms | tok/sec: 150,472 | mfu: 14.8% | remaining: 208s    
step 00225 (30.6%) | loss: 5.1120 | lrm: 1.00 | dt: 441ms | tok/sec: 148,572 | mfu: 14.6% | remaining: 208s    
step 00226 (30.7%) | loss: 5.1045 | lrm: 1.00 | dt: 438ms | tok/sec: 149,466 | mfu: 14.7% | remaining: 207s    
step 00227 (30.9%) | loss: 5.0973 | lrm: 1.00 | dt: 443ms | tok/sec: 147,893 | mfu: 14.5% | remaining: 207s    
step 00228 (31.0%) | loss: 5.0764 | lrm: 1.00 | dt: 441ms | tok/sec: 148,663 | mfu: 14.6% | remaining: 206s    
step 00229 (31.2%) | loss: 5.0784 | lrm: 1.00 | dt: 440ms | tok/sec: 148,895 | mfu: 14.6% | remaining: 206s    
step 00230 (31.3%) | loss: 5.0607 | lrm: 1.00 | dt: 444ms | tok/sec: 147,511 | mfu: 14.5% | remaining: 206s    
step 00231 (31.5%) | loss: 5.0736 | lrm: 1.00 | dt: 437ms | tok/sec: 149,914 | mfu: 14.7% | remaining: 205s    
step 00232 (31.6%) | loss: 5.1083 | lrm: 1.00 | dt: 445ms | tok/sec: 147,329 | mfu: 14.5% | remaining: 205s    
step 00233 (31.8%) | loss: 5.1042 | lrm: 1.00 | dt: 447ms | tok/sec: 146,558 | mfu: 14.4% | remaining: 204s    
step 00234 (31.9%) | loss: 5.3585 | lrm: 1.00 | dt: 446ms | tok/sec: 147,065 | mfu: 14.4% | remaining: 204s    
step 00235 (32.1%) | loss: 5.3674 | lrm: 1.00 | dt: 441ms | tok/sec: 148,607 | mfu: 14.6% | remaining: 203s    
step 00236 (32.2%) | loss: 5.6402 | lrm: 1.00 | dt: 440ms | tok/sec: 148,859 | mfu: 14.6% | remaining: 203s    
step 00237 (32.4%) | loss: 5.7772 | lrm: 1.00 | dt: 445ms | tok/sec: 147,170 | mfu: 14.4% | remaining: 202s    
step 00238 (32.5%) | loss: 8.0746 | lrm: 1.00 | dt: 444ms | tok/sec: 147,656 | mfu: 14.5% | remaining: 202s    
step 00239 (32.7%) | loss: 11.0069 | lrm: 1.00 | dt: 446ms | tok/sec: 146,832 | mfu: 14.4% | remaining: 202s    
step 00240 (32.8%) | loss: 11.4215 | lrm: 1.00 | dt: 446ms | tok/sec: 146,824 | mfu: 14.4% | remaining: 201s    
step 00241 (33.0%) | loss: 16.8105 | lrm: 1.00 | dt: 446ms | tok/sec: 146,995 | mfu: 14.4% | remaining: 201s    
step 00242 (33.1%) | loss: 17.7996 | lrm: 1.00 | dt: 445ms | tok/sec: 147,297 | mfu: 14.4% | remaining: 200s    
step 00243 (33.3%) | loss: 20.4917 | lrm: 1.00 | dt: 449ms | tok/sec: 145,897 | mfu: 14.3% | remaining: 200s    
step 00244 (33.4%) | loss: 22.9865 | lrm: 1.00 | dt: 447ms | tok/sec: 146,724 | mfu: 14.4% | remaining: 199s    
step 00245 (33.6%) | loss: 23.2883 | lrm: 1.00 | dt: 446ms | tok/sec: 146,960 | mfu: 14.4% | remaining: 199s    
step 00246 (33.7%) | loss: 23.6814 | lrm: 1.00 | dt: 445ms | tok/sec: 147,257 | mfu: 14.4% | remaining: 198s    
step 00247 (33.9%) | loss: 24.0213 | lrm: 1.00 | dt: 445ms | tok/sec: 147,421 | mfu: 14.5% | remaining: 198s    
step 00248 (34.0%) | loss: 22.9797 | lrm: 1.00 | dt: 444ms | tok/sec: 147,491 | mfu: 14.5% | remaining: 198s    
step 00249 (34.2%) | loss: 22.9200 | lrm: 1.00 | dt: 443ms | tok/sec: 147,954 | mfu: 14.5% | remaining: 197s    
step 00250 (34.3%) | loss: 22.0887 | lrm: 1.00 | dt: 444ms | tok/sec: 147,438 | mfu: 14.5% | remaining: 197s    
step 00251 (34.4%) | loss: 21.0059 | lrm: 1.00 | dt: 440ms | tok/sec: 148,793 | mfu: 14.6% | remaining: 196s    
step 00252 (34.6%) | loss: 20.5443 | lrm: 1.00 | dt: 445ms | tok/sec: 147,242 | mfu: 14.4% | remaining: 196s    
step 00253 (34.7%) | loss: 19.6632 | lrm: 1.00 | dt: 446ms | tok/sec: 147,021 | mfu: 14.4% | remaining: 195s    
step 00254 (34.9%) | loss: 19.1606 | lrm: 1.00 | dt: 444ms | tok/sec: 147,721 | mfu: 14.5% | remaining: 195s    
step 00255 (35.0%) | loss: 18.2720 | lrm: 1.00 | dt: 450ms | tok/sec: 145,793 | mfu: 14.3% | remaining: 194s    
step 00256 (35.2%) | loss: 17.3757 | lrm: 1.00 | dt: 437ms | tok/sec: 149,844 | mfu: 14.7% | remaining: 194s    
step 00257 (35.3%) | loss: 16.7461 | lrm: 1.00 | dt: 443ms | tok/sec: 148,002 | mfu: 14.5% | remaining: 194s    
step 00258 (35.5%) | loss: 15.8940 | lrm: 1.00 | dt: 444ms | tok/sec: 147,754 | mfu: 14.5% | remaining: 193s    
step 00259 (35.6%) | loss: 15.2650 | lrm: 1.00 | dt: 443ms | tok/sec: 148,010 | mfu: 14.5% | remaining: 193s    
step 00260 (35.8%) | loss: 14.6030 | lrm: 1.00 | dt: 440ms | tok/sec: 149,049 | mfu: 14.6% | remaining: 192s    
step 00261 (35.9%) | loss: 14.0337 | lrm: 1.00 | dt: 445ms | tok/sec: 147,229 | mfu: 14.4% | remaining: 192s    
step 00262 (36.1%) | loss: 13.4455 | lrm: 1.00 | dt: 442ms | tok/sec: 148,172 | mfu: 14.5% | remaining: 191s    
step 00263 (36.2%) | loss: 12.9268 | lrm: 1.00 | dt: 440ms | tok/sec: 149,063 | mfu: 14.6% | remaining: 191s    
step 00264 (36.4%) | loss: 12.5039 | lrm: 1.00 | dt: 444ms | tok/sec: 147,633 | mfu: 14.5% | remaining: 190s    
step 00265 (36.5%) | loss: 12.0797 | lrm: 1.00 | dt: 438ms | tok/sec: 149,787 | mfu: 14.7% | remaining: 190s    
step 00266 (36.7%) | loss: 11.6785 | lrm: 1.00 | dt: 448ms | tok/sec: 146,223 | mfu: 14.3% | remaining: 190s    
step 00267 (36.8%) | loss: 11.2012 | lrm: 1.00 | dt: 443ms | tok/sec: 147,905 | mfu: 14.5% | remaining: 189s    
step 00268 (37.0%) | loss: 10.9217 | lrm: 1.00 | dt: 444ms | tok/sec: 147,756 | mfu: 14.5% | remaining: 189s    
step 00269 (37.1%) | loss: 10.5915 | lrm: 1.00 | dt: 445ms | tok/sec: 147,295 | mfu: 14.4% | remaining: 188s    
step 00270 (37.3%) | loss: 10.2600 | lrm: 1.00 | dt: 442ms | tok/sec: 148,266 | mfu: 14.5% | remaining: 188s    
step 00271 (37.4%) | loss: 9.8780 | lrm: 1.00 | dt: 448ms | tok/sec: 146,378 | mfu: 14.4% | remaining: 187s    
step 00272 (37.6%) | loss: 9.5396 | lrm: 1.00 | dt: 443ms | tok/sec: 147,945 | mfu: 14.5% | remaining: 187s    
step 00273 (37.7%) | loss: 9.2427 | lrm: 1.00 | dt: 446ms | tok/sec: 147,055 | mfu: 14.4% | remaining: 186s    
step 00274 (37.8%) | loss: 8.9829 | lrm: 1.00 | dt: 445ms | tok/sec: 147,222 | mfu: 14.4% | remaining: 186s    
step 00275 (38.0%) | loss: 8.7723 | lrm: 1.00 | dt: 449ms | tok/sec: 145,971 | mfu: 14.3% | remaining: 186s    
step 00276 (38.1%) | loss: 8.5273 | lrm: 1.00 | dt: 444ms | tok/sec: 147,524 | mfu: 14.5% | remaining: 185s    
step 00277 (38.3%) | loss: 8.4291 | lrm: 1.00 | dt: 444ms | tok/sec: 147,482 | mfu: 14.5% | remaining: 185s    
step 00278 (38.4%) | loss: 8.7970 | lrm: 1.00 | dt: 446ms | tok/sec: 146,807 | mfu: 14.4% | remaining: 184s    
step 00279 (38.6%) | loss: 8.6663 | lrm: 1.00 | dt: 445ms | tok/sec: 147,256 | mfu: 14.4% | remaining: 184s    
step 00280 (38.7%) | loss: 8.6444 | lrm: 1.00 | dt: 443ms | tok/sec: 148,089 | mfu: 14.5% | remaining: 183s    
step 00281 (38.9%) | loss: 8.6001 | lrm: 1.00 | dt: 442ms | tok/sec: 148,390 | mfu: 14.6% | remaining: 183s    
step 00282 (39.0%) | loss: 8.4516 | lrm: 1.00 | dt: 450ms | tok/sec: 145,517 | mfu: 14.3% | remaining: 182s    
step 00283 (39.2%) | loss: 8.2901 | lrm: 1.00 | dt: 444ms | tok/sec: 147,516 | mfu: 14.5% | remaining: 182s    
step 00284 (39.3%) | loss: 8.1899 | lrm: 1.00 | dt: 448ms | tok/sec: 146,194 | mfu: 14.3% | remaining: 182s    
step 00285 (39.5%) | loss: 8.0199 | lrm: 1.00 | dt: 441ms | tok/sec: 148,539 | mfu: 14.6% | remaining: 181s    
step 00286 (39.6%) | loss: 7.9262 | lrm: 1.00 | dt: 445ms | tok/sec: 147,375 | mfu: 14.5% | remaining: 181s    
step 00287 (39.8%) | loss: 8.0810 | lrm: 1.00 | dt: 449ms | tok/sec: 146,065 | mfu: 14.3% | remaining: 180s    
step 00288 (39.9%) | loss: 8.0900 | lrm: 1.00 | dt: 445ms | tok/sec: 147,382 | mfu: 14.5% | remaining: 180s    
step 00289 (40.1%) | loss: 8.0435 | lrm: 1.00 | dt: 451ms | tok/sec: 145,272 | mfu: 14.3% | remaining: 179s    
step 00290 (40.2%) | loss: 7.9519 | lrm: 1.00 | dt: 440ms | tok/sec: 149,035 | mfu: 14.6% | remaining: 179s    
step 00291 (40.4%) | loss: 7.8066 | lrm: 1.00 | dt: 450ms | tok/sec: 145,752 | mfu: 14.3% | remaining: 178s    
step 00292 (40.5%) | loss: 7.6922 | lrm: 1.00 | dt: 453ms | tok/sec: 144,684 | mfu: 14.2% | remaining: 178s    
step 00293 (40.7%) | loss: 7.5427 | lrm: 1.00 | dt: 487ms | tok/sec: 134,558 | mfu: 13.2% | remaining: 177s    
step 00294 (40.8%) | loss: 7.3764 | lrm: 1.00 | dt: 438ms | tok/sec: 149,772 | mfu: 14.7% | remaining: 177s    
step 00295 (41.0%) | loss: 7.2135 | lrm: 1.00 | dt: 442ms | tok/sec: 148,236 | mfu: 14.5% | remaining: 177s    
step 00296 (41.1%) | loss: 7.0730 | lrm: 1.00 | dt: 447ms | tok/sec: 146,549 | mfu: 14.4% | remaining: 176s    
step 00297 (41.3%) | loss: 6.9407 | lrm: 1.00 | dt: 448ms | tok/sec: 146,235 | mfu: 14.3% | remaining: 176s    
step 00298 (41.4%) | loss: 6.8447 | lrm: 1.00 | dt: 449ms | tok/sec: 145,855 | mfu: 14.3% | remaining: 175s    
step 00299 (41.6%) | loss: 6.7454 | lrm: 1.00 | dt: 447ms | tok/sec: 146,555 | mfu: 14.4% | remaining: 175s    
step 00300 (41.7%) | loss: 6.6723 | lrm: 1.00 | dt: 445ms | tok/sec: 147,407 | mfu: 14.5% | remaining: 174s    
step 00301 (41.9%) | loss: 6.7006 | lrm: 1.00 | dt: 443ms | tok/sec: 147,805 | mfu: 14.5% | remaining: 174s    
step 00302 (42.0%) | loss: 6.6245 | lrm: 1.00 | dt: 448ms | tok/sec: 146,272 | mfu: 14.3% | remaining: 173s    
step 00303 (42.2%) | loss: 6.5690 | lrm: 1.00 | dt: 444ms | tok/sec: 147,584 | mfu: 14.5% | remaining: 173s    
step 00304 (42.3%) | loss: 6.5047 | lrm: 1.00 | dt: 446ms | tok/sec: 146,814 | mfu: 14.4% | remaining: 173s    
step 00305 (42.5%) | loss: 6.4056 | lrm: 1.00 | dt: 445ms | tok/sec: 147,246 | mfu: 14.4% | remaining: 172s    
step 00306 (42.6%) | loss: 6.3330 | lrm: 1.00 | dt: 444ms | tok/sec: 147,752 | mfu: 14.5% | remaining: 172s    
step 00307 (42.8%) | loss: 6.2515 | lrm: 1.00 | dt: 450ms | tok/sec: 145,795 | mfu: 14.3% | remaining: 171s    
step 00308 (42.9%) | loss: 6.1778 | lrm: 1.00 | dt: 445ms | tok/sec: 147,416 | mfu: 14.5% | remaining: 171s    
step 00309 (43.1%) | loss: 6.1163 | lrm: 1.00 | dt: 445ms | tok/sec: 147,270 | mfu: 14.4% | remaining: 170s    
step 00310 (43.2%) | loss: 6.0950 | lrm: 1.00 | dt: 442ms | tok/sec: 148,241 | mfu: 14.5% | remaining: 170s    
step 00311 (43.4%) | loss: 6.0731 | lrm: 1.00 | dt: 444ms | tok/sec: 147,733 | mfu: 14.5% | remaining: 169s    
step 00312 (43.5%) | loss: 6.0019 | lrm: 1.00 | dt: 451ms | tok/sec: 145,471 | mfu: 14.3% | remaining: 169s    
step 00313 (43.7%) | loss: 5.9575 | lrm: 1.00 | dt: 446ms | tok/sec: 146,992 | mfu: 14.4% | remaining: 169s    
step 00314 (43.8%) | loss: 5.9149 | lrm: 1.00 | dt: 450ms | tok/sec: 145,574 | mfu: 14.3% | remaining: 168s    
step 00315 (44.0%) | loss: 5.8753 | lrm: 1.00 | dt: 446ms | tok/sec: 146,852 | mfu: 14.4% | remaining: 168s    
step 00316 (44.1%) | loss: 5.8325 | lrm: 1.00 | dt: 442ms | tok/sec: 148,209 | mfu: 14.5% | remaining: 167s    
step 00317 (44.2%) | loss: 5.7780 | lrm: 1.00 | dt: 448ms | tok/sec: 146,422 | mfu: 14.4% | remaining: 167s    
step 00318 (44.4%) | loss: 5.7177 | lrm: 1.00 | dt: 442ms | tok/sec: 148,427 | mfu: 14.6% | remaining: 166s    
step 00319 (44.5%) | loss: 5.6629 | lrm: 1.00 | dt: 446ms | tok/sec: 146,790 | mfu: 14.4% | remaining: 166s    
step 00320 (44.7%) | loss: 5.6189 | lrm: 1.00 | dt: 446ms | tok/sec: 146,785 | mfu: 14.4% | remaining: 165s    
step 00321 (44.8%) | loss: 5.5702 | lrm: 1.00 | dt: 442ms | tok/sec: 148,267 | mfu: 14.5% | remaining: 165s    
step 00322 (45.0%) | loss: 5.5170 | lrm: 1.00 | dt: 448ms | tok/sec: 146,234 | mfu: 14.3% | remaining: 165s    
step 00323 (45.1%) | loss: 5.5055 | lrm: 1.00 | dt: 444ms | tok/sec: 147,601 | mfu: 14.5% | remaining: 164s    
step 00324 (45.3%) | loss: 5.4684 | lrm: 1.00 | dt: 444ms | tok/sec: 147,736 | mfu: 14.5% | remaining: 164s    
step 00325 (45.4%) | loss: 5.4497 | lrm: 1.00 | dt: 445ms | tok/sec: 147,137 | mfu: 14.4% | remaining: 163s    
step 00326 (45.6%) | loss: 5.4667 | lrm: 1.00 | dt: 440ms | tok/sec: 148,982 | mfu: 14.6% | remaining: 163s    
step 00327 (45.7%) | loss: 5.4472 | lrm: 1.00 | dt: 446ms | tok/sec: 146,889 | mfu: 14.4% | remaining: 162s    
step 00328 (45.9%) | loss: 5.4358 | lrm: 1.00 | dt: 451ms | tok/sec: 145,395 | mfu: 14.3% | remaining: 162s    
step 00329 (46.0%) | loss: 5.4303 | lrm: 1.00 | dt: 442ms | tok/sec: 148,237 | mfu: 14.5% | remaining: 161s    
step 00330 (46.2%) | loss: 5.4197 | lrm: 1.00 | dt: 447ms | tok/sec: 146,687 | mfu: 14.4% | remaining: 161s    
step 00331 (46.3%) | loss: 5.3950 | lrm: 1.00 | dt: 443ms | tok/sec: 148,005 | mfu: 14.5% | remaining: 161s    
step 00332 (46.5%) | loss: 5.3629 | lrm: 1.00 | dt: 447ms | tok/sec: 146,661 | mfu: 14.4% | remaining: 160s    
step 00333 (46.6%) | loss: 5.3286 | lrm: 1.00 | dt: 441ms | tok/sec: 148,574 | mfu: 14.6% | remaining: 160s    
step 00334 (46.8%) | loss: 5.3282 | lrm: 1.00 | dt: 449ms | tok/sec: 145,997 | mfu: 14.3% | remaining: 159s    
step 00335 (46.9%) | loss: 5.3349 | lrm: 1.00 | dt: 444ms | tok/sec: 147,685 | mfu: 14.5% | remaining: 159s    
